SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
M213,Mão (pulso) ou pé pendente (adquirido),M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M214,Pé chato [pé plano] (adquirido),M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M215,Mão e pé em garra e mão e pé tortos adquiridos,M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M216,Outras deformidades adquiridas do tornozelo e do pé,M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M217,Desigualdade (adquirida) do comprimento dos membros,M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M218,Outras deformidades adquiridas especificadas dos membros,M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M219,Deformidade adquirida não especificada de membro,M21,Outras deformidades adquiridas dos membros,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M220,Deslocamento recidivante da rótula,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M221,Subluxação recidivante da rótula,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M222,Transtornos femuropatelares,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M223,Outros desarranjos da rótula,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M224,Condromalácia da rótula,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M228,Outros transtornos da rótula,M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M229,"Transtorno da rótula, não especificado",M22,Transtornos da rótula [patela],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M230,Menisco cístico,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M231,Menisco discóide (congênito),M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M232,Transtorno do menisco devido à ruptura ou lesão antiga,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M233,Outros transtornos do menisco,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M234,Corpo flutuante no joelho,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M235,Instabilidade crônica do joelho,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M236,Outras rupturas espontâneas de ligamento(s) do joelho,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M238,Outros transtornos internos do joelho,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M239,Transtorno interno não especificado do joelho,M23,Transtornos internos dos joelhos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M240,Corpo flutuante em articulação,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M241,Outros transtornos das cartilagens articulares,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M242,Transtornos de ligamentos,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M243,"Deslocamento e subluxação patológicas de articulação, não classificada em outra parte",M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M244,Deslocamento e subluxação de articulação recidivantes,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M245,Contratura articular,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M246,Ancilose articular,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M247,Protusão do acetábulo,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M248,"Outros transtornos articulares específicos, não classificados em outra parte",M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M249,Desarranjo articular não especificado,M24,Outros transtornos articulares específicos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M250,Hemartrose,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M251,Fístula articular,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M252,Flail joint,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M253,Outras instabilidades articulares,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M254,Derrame articular,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M255,Dor articular,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M256,Rigidez articular não classificada em outra parte,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M257,Osteofito,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M258,Outros transtornos articulares especificados,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M259,Transtorno articular não especificado,M25,Outros transtornos articulares não classificados em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M300,Poliarterite nodosa,M30,Poliarterite nodosa e afecções correlatas,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M301,Poliarterite com comprometimento pulmonar [Churg-Strauss],M30,Poliarterite nodosa e afecções correlatas,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M302,Poliarterite juvenil,M30,Poliarterite nodosa e afecções correlatas,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M303,Síndrome de linfonodos mucocutâneos [Kawasaki],M30,Poliarterite nodosa e afecções correlatas,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M308,Outras afecções comuns na poliarterite nodosa,M30,Poliarterite nodosa e afecções correlatas,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M310,Angeíte de hipersensibilidade,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M311,Microangiopatia trombótica,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M312,Granuloma da linha média letal,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M313,Granulomatose de Wegener,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M314,Síndrome do arco aórtico [Takayasu],M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M315,Arterite de células gigantes com polimialgia reumática,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M316,Outras arterites de células gigantes,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M317,Poliangeíte microscópica,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M318,Outras vasculopatias necrotizantes especificadas,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M319,Vasculopatia necrotizante não especificada,M31,Outras vasculopatias necrotizantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M320,Lúpus eritematoso disseminado [sistêmico] induzido por drogas,M32,Lúpus eritematoso disseminado [sistêmico],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M321,Lúpus eritematoso disseminado [sistêmico] com comprometimento de outros órgãos e sistemas,M32,Lúpus eritematoso disseminado [sistêmico],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M328,Outras formas de lúpus eritematoso disseminado [sistêmico],M32,Lúpus eritematoso disseminado [sistêmico],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M329,Lúpus eritematoso disseminado [sistêmico] não especificado,M32,Lúpus eritematoso disseminado [sistêmico],13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M330,Dermatomiosite juvenil,M33,Dermatopoliomiosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M331,Outras dermatomiosites,M33,Dermatopoliomiosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M332,Polimiosite,M33,Dermatopoliomiosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M339,Dermatopolimiosite não especificada,M33,Dermatopoliomiosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M340,Esclerose sistêmica progressiva,M34,Esclerose sistêmica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M341,Síndrome CR(E)ST,M34,Esclerose sistêmica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M342,Esclerose sistêmica induzida por droga e substâncias químicas,M34,Esclerose sistêmica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M348,Outras formas de esclerose sistêmica,M34,Esclerose sistêmica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M349,Esclerose sistêmica não especificada,M34,Esclerose sistêmica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M350,Síndrome seca [Sjögren],M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M351,Outras síndromes superpostas,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M352,Doença de Behçet,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M353,Polimialgia reumática,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M354,Fasciíte (eosinofílica) difusa,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M355,Fibroesclerose multifocal,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M356,Paniculite recidivante [Weber-Christian],M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M357,Síndrome de hipermobilidade,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M358,Outro comprometimento sistêmico especificado do tecido conjuntivo,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M359,Comprometimento sistêmico não especificado do tecido conjuntivo,M35,Outras afecções sistêmicas do tecido conjuntivo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M360,Dermato(poli)miosite em doenças neoplásicas,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M361,Artropatia em doenças neoplásicas classificadas,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M362,Artropatia hemofílica,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M363,Artropatias em outras doenças hematológicas,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M364,Artropatia associada a reações de hipersensibilidade classificadas em outra parte,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M368,Doenças sistêmicas do tecido conjuntivo em outras doenças classificadas em outra parte,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M400,Cifose postural,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M401,Outras cifoses secundárias,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M402,Outras cifoses e as não especificadas,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M403,Síndrome da retificação da coluna vertebral,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M404,Outras lordoses,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M405,Lordose não especificada,M40,Cifose e lordose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M410,Escoliose idiopática infantil,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M411,Escoliose idiopática juvenil,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M412,Outras escolioses idiopáticas,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M413,Escoliose toracogênica,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M414,Escoliose neuromuscular,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M415,Outras escolioses secundárias,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M418,Outras formas de escoliose,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M419,Escoliose não especificada,M41,Escoliose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M420,Osteocondrose vertebral juvenil,M42,Osteocondrose da coluna vertebral,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M421,Osteocondrose vertebral do adulto,M42,Osteocondrose da coluna vertebral,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M429,"Osteocondrose vertebral, não especificada",M42,Osteocondrose da coluna vertebral,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M430,Espondilólise,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M431,Espondilolistese,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M432,Outras fusões da coluna vertebral,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M433,Subluxação atlanto-axial recidivante com mielopatia,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M434,Outras subluxações atlanto-axiais recidivantes,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M435,Outras subluxações vertebrais recidivantes,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M436,Torcicolo,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M438,Outras dorsopatias deformantes especificadas,M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M439,"Dorsopatia deformante, não especificada",M43,Outras dorsopatias deformantes,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M45,Espondilite ancilosante,M45,Espondilite ancilosante,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M460,Entesopatia vertebral,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M461,Sacroileíte não classificada em outra parte,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M462,Osteomielite das vértebras,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M463,Infecção (piogênica) do disco intervertebral,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M464,Discite não especificada,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M465,Outras espondilopatias infecciosas,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M468,Outras espondilopatias inflamatórias especificadas,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M469,Espondilopatia inflamatória não especificada,M46,Outras espondilopatias inflamatórias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M470,Síndromes de compressão da artéria espinhal anterior ou vertebral anterior,M47,Espondilose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M471,Outras espondiloses com mielopatia,M47,Espondilose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M472,Outras espondiloses com radiculopatias,M47,Espondilose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M478,Outras espondiloses,M47,Espondilose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M479,Espondilose não especificada,M47,Espondilose,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M480,Estenose da coluna vertebral,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M481,Hiperostose ancilosante [Forestier],M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M482,Kissing spine,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M483,Espondilopatia traumática,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M484,Fratura de fadiga de vértebra,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M485,Vértebra colapsada não classificada em outra parte,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M488,Outras espondilopatias especificadas,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M489,Espondilopatia não especificada,M48,Outras espondilopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M490,Tuberculose da coluna vertebral,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M491,Espondilite por Brucella,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M492,Espondilite por enterobactérias,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M493,Espondilopatia em outras doenças infeciosas e parasitárias classificadas em outra parte,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M494,Espondilopatia neuropática,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M495,Vértebra colapsada em doenças classificadas em outra parte,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M498,Espondilopatia em outras doenças classificadas em outra parte,M49,Espondilopatias em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M500,Transtorno do disco cervical com mielopatia,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M501,Transtorno do disco cervical com radiculopatia,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M502,Outro deslocamento de disco cervical,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M503,Outra degeneração de disco cervical,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M508,Outros transtornos de discos cervicais,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M509,Transtorno não especificado de disco cervical,M50,Transtornos dos discos cervicais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M510,Transtornos de discos lombares e de outros discos intervertebrais com mielopatia,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M511,Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M512,Outros deslocamentos discais intervertebrais especificados,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M513,Outra degeneração especificada de disco intervertebral,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M514,Nódulos de Schmorl,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M518,Outros transtornos especificados de discos intervertebrais,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M519,Transtorno não especificado de disco intervertebral,M51,Outros transtornos de discos intervertebrais,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M530,Síndrome cervicocraniana,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M531,Síndrome cervicobraquial,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M532,Instabilidades da coluna vertebral,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M533,Transtornos sacroccígeos não classificados em outra parte,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M538,Outras dorsopatias especificadas,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M539,Dorsopatia não especificada,M53,Outras dorsopatias não classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M540,Paniculite atingindo regiões do pescoço e do dorso,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M541,Radiculopatia,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M542,Cervicalgia,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M543,Ciática,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M544,Lumbago com ciática,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M545,Dor lombar baixa,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M546,Dor na coluna torácica,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M548,Outra dorsalgia,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M549,Dorsalgia não especificada,M54,Dorsalgia,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M600,Miosite infecciosa,M60,Miosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M601,Miosite intersticial,M60,Miosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M602,Granuloma de corpo estranho no tecido mole não classificado em outra parte,M60,Miosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M608,Outras miosites,M60,Miosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M609,Miosite não especificada,M60,Miosite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M610,Miosite ossificante traumática,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M611,Miosite ossificante progressiva,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M612,Calcificação e ossificação paralítica de músculo,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M613,Calcificação e ossificação de músculo associadas com queimaduras,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M614,Outra calcificação de músculo,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M615,Outra ossificação de músculo,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M619,Calcificação e ossificação de músculo não especificada,M61,Calcificação e ossificação do músculo,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M620,Diástase de músculo,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M621,Outras rupturas musculares (não-traumáticas),M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M622,Infarto isquêmico do músculo,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M623,Síndrome de imobilidade (paraplégica),M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M624,Contratura de músculo,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M625,Perda e atrofia muscular não classificadas em outra parte,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M626,Distensão muscular,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M628,Outros transtornos musculares especificados,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M629,Transtorno muscular não especificado,M62,Outros transtornos musculares,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M630,Miosite em doenças bacterianas classificadas em outra parte,M63,Transtornos de músculo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M631,Miosite em doenças infecciosas causadas por protozoários e parasitas classificadas em outra parte,M63,Transtornos de músculo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M632,Miosite em outras doenças infecciosas classificadas em outra parte,M63,Transtornos de músculo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M633,Miosite na sarcoidose,M63,Transtornos de músculo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M638,Outros transtornos musculares em doenças classificadas em outra parte,M63,Transtornos de músculo em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M650,Abscesso da bainha tendínea,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M651,Outras (teno)sinovites infecciosas,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M652,Tendinite calcificada,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M653,Dedo em gatilho,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M654,Tenossinovite estilóide radial [de Quervain],M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M658,Outras sinovites e tenossinovites,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M659,Sinovite e tenossinovite não especificadas,M65,Sinovite e tenossinovite,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
