SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
A506,Sífilis congênita tardia latente,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A507,Sífilis congênita tardia não especificada,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A509,Sífilis congênita não especificada,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A510,Sífilis genital primária,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A511,Sífilis anal primária,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A512,Sífilis primária de outras localizações,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A513,Sífilis secundária da pele e das mucosas,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A514,Outras formas de sífilis secundária,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A515,Sífilis precoce latente,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A519,Sífilis precoce não especificada,A51,Sífilis precoce,1,I. Algumas doenças infecciosas e parasitárias,I
A520,Sífilis cardiovascular,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A521,Neurossífilis sintomática,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A522,Neurossífilis assintomática,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A523,Neurossífilis não especificada,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A527,Outras formas de sífilis tardia sintomática,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A528,Sífilis tardia latente,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A529,Sífilis tardia não especificada,A52,Sífilis tardia,1,I. Algumas doenças infecciosas e parasitárias,I
A530,"Sífilis latente, não especificada se recente ou tardia",A53,Outras formas e as não especificadas da sífilis,1,I. Algumas doenças infecciosas e parasitárias,I
A539,Sífilis não especificada,A53,Outras formas e as não especificadas da sífilis,1,I. Algumas doenças infecciosas e parasitárias,I
A540,"Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias",A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A541,"Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias",A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A542,Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A543,Infecção gonocócica do olho,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A544,Infecção gonocócica do sistema músculo-esquelético,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A545,Faringite gonocócica,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A546,Infecção gonocócica do ânus ou do reto,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A548,Outras infecções gonocócicas,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A549,Infecção gonocócica não especificada,A54,Infecção gonocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A55,Linfogranuloma (venéreo) por clamídia,A55,Linfogranuloma (venéreo) por clamídia,1,I. Algumas doenças infecciosas e parasitárias,I
A560,Infecções por clamídias do trato geniturinário inferior,A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A561,"Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários",A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A562,"Infecção por clamídias do trato geniturinário, localização não especificada",A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A563,Infecção do ânus e do reto por clamídias,A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A564,Infecção da faringe por clamídias,A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A568,"Infecção por clamídias transmitida por via sexual, de outras localizações",A56,Outras infecções causadas por clamídias transmitidas por via sexual,1,I. Algumas doenças infecciosas e parasitárias,I
A57,Cancro mole,A57,Cancro mole,1,I. Algumas doenças infecciosas e parasitárias,I
A58,Granuloma inguinal,A58,Granuloma inguinal,1,I. Algumas doenças infecciosas e parasitárias,I
A590,Tricomoníase urogenital,A59,Tricomoníase,1,I. Algumas doenças infecciosas e parasitárias,I
A598,Outras localizações de tricomoníase,A59,Tricomoníase,1,I. Algumas doenças infecciosas e parasitárias,I
A599,Tricomoníase não especificada,A59,Tricomoníase,1,I. Algumas doenças infecciosas e parasitárias,I
A600,Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1,I. Algumas doenças infecciosas e parasitárias,I
A601,Infecção da margem cutânea do ânus e do reto pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1,I. Algumas doenças infecciosas e parasitárias,I
A609,Infecção anogenital não especificada pelo vírus do herpes,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1,I. Algumas doenças infecciosas e parasitárias,I
A630,Verrugas anogenitais (venéreas),A63,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A638,Outras doenças especificadas de transmissão predominantemente sexual,A63,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A64,"Doenças sexualmente transmitidas, não especificadas",A64,"Doenças sexualmente transmitidas, não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A65,Sífilis não-venérea,A65,Sífilis não-venérea,1,I. Algumas doenças infecciosas e parasitárias,I
A660,Lesões iniciais da bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A661,Papilomas múltiplos e bouba plantar úmida (cravo de bouba),A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A662,Outras lesões cutâneas precoces da bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A663,Hiperceratose devida a bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A664,Gomas e úlceras devidas à bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A665,Gangosa,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A666,Lesões osteoarticulares devidas à bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A667,Outras manifestações da bouba,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A668,Bouba latente,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A669,Bouba não especificada,A66,Bouba,1,I. Algumas doenças infecciosas e parasitárias,I
A670,Lesões primárias da pinta,A67,Pinta [carate],1,I. Algumas doenças infecciosas e parasitárias,I
A671,Lesões intermediárias da pinta,A67,Pinta [carate],1,I. Algumas doenças infecciosas e parasitárias,I
A672,Lesões tardias da pinta,A67,Pinta [carate],1,I. Algumas doenças infecciosas e parasitárias,I
A673,Lesões mistas da pinta,A67,Pinta [carate],1,I. Algumas doenças infecciosas e parasitárias,I
A679,Pinta não especificada,A67,Pinta [carate],1,I. Algumas doenças infecciosas e parasitárias,I
A680,Febre recorrente transmitida por piolhos,A68,Febres recorrentes [Borrelioses],1,I. Algumas doenças infecciosas e parasitárias,I
A681,Febre recorrente transmitida por carrapatos,A68,Febres recorrentes [Borrelioses],1,I. Algumas doenças infecciosas e parasitárias,I
A689,Febre recorrente não especificada,A68,Febres recorrentes [Borrelioses],1,I. Algumas doenças infecciosas e parasitárias,I
A690,Estomatite ulcerativa necrotizante,A69,Outras infecções por espiroquetas,1,I. Algumas doenças infecciosas e parasitárias,I
A691,Outras infecções de Vincent,A69,Outras infecções por espiroquetas,1,I. Algumas doenças infecciosas e parasitárias,I
A692,Doença de Lyme,A69,Outras infecções por espiroquetas,1,I. Algumas doenças infecciosas e parasitárias,I
A698,Outras infecções especificadas por espiroquetas,A69,Outras infecções por espiroquetas,1,I. Algumas doenças infecciosas e parasitárias,I
A699,"Infecção por espiroqueta, não especificada",A69,Outras infecções por espiroquetas,1,I. Algumas doenças infecciosas e parasitárias,I
A70,Infecções causadas por Clamídia psittaci,A70,Infecções causadas por Clamídia psittaci,1,I. Algumas doenças infecciosas e parasitárias,I
A710,Fase inicial do tracoma,A71,Tracoma,1,I. Algumas doenças infecciosas e parasitárias,I
A711,Fase ativa do tracoma,A71,Tracoma,1,I. Algumas doenças infecciosas e parasitárias,I
A719,Tracoma não especificado,A71,Tracoma,1,I. Algumas doenças infecciosas e parasitárias,I
A740,Conjuntivite causada por clamídias,A74,Outras doenças causadas por Clamídias,1,I. Algumas doenças infecciosas e parasitárias,I
A748,Outras doenças causadas por clamídias,A74,Outras doenças causadas por Clamídias,1,I. Algumas doenças infecciosas e parasitárias,I
A749,Infecção causada por clamídias não especificada,A74,Outras doenças causadas por Clamídias,1,I. Algumas doenças infecciosas e parasitárias,I
A750,Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii,A75,Tifo exantemático,1,I. Algumas doenças infecciosas e parasitárias,I
A751,Tifo recrudescente [doença de Brill],A75,Tifo exantemático,1,I. Algumas doenças infecciosas e parasitárias,I
A752,Tifo por Rickettsia typhi,A75,Tifo exantemático,1,I. Algumas doenças infecciosas e parasitárias,I
A753,Tifo por Rickettsia tsutsugamuchi,A75,Tifo exantemático,1,I. Algumas doenças infecciosas e parasitárias,I
A759,Tifo não especificado,A75,Tifo exantemático,1,I. Algumas doenças infecciosas e parasitárias,I
A770,Febre maculosa por Rickettsia richettsii,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A771,Febre maculosa por Rickettsia conorii,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A772,Febre maculosa devida à Rickettsia siberica,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A773,Febre maculosa devida à Rickettsia australis,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A778,Outras febres maculosas,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A779,Febre maculosa não especificada,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1,I. Algumas doenças infecciosas e parasitárias,I
A78,Febre Q,A78,Febre Q,1,I. Algumas doenças infecciosas e parasitárias,I
A790,Febre das trincheiras,A79,Outras rickettsioses,1,I. Algumas doenças infecciosas e parasitárias,I
A791,Rickettsiose variceliforme devida à Rickettsia akari,A79,Outras rickettsioses,1,I. Algumas doenças infecciosas e parasitárias,I
A798,Outros tipos de rickettsioses especificadas,A79,Outras rickettsioses,1,I. Algumas doenças infecciosas e parasitárias,I
A799,Rickettsiose não especificada,A79,Outras rickettsioses,1,I. Algumas doenças infecciosas e parasitárias,I
A800,"Poliomielite paralítica aguda, associada ao vírus vacinal",A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A801,"Poliomielite paralítica aguda, vírus selvagem importado",A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A802,"Poliomielite paralítica aguda, vírus selvagem indígena",A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A803,"Poliomielites paralíticas agudas, outras e não especificadas",A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A804,Poliomielite aguda não-paralítica,A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A809,Poliomielite aguda não especificada,A80,Poliomielite aguda,1,I. Algumas doenças infecciosas e parasitárias,I
A810,Doença de Creutzfeldt-Jakob,A81,Infecções por vírus atípicos do sistema nervoso central,1,I. Algumas doenças infecciosas e parasitárias,I
A811,Panencefalite esclerosante subaguda,A81,Infecções por vírus atípicos do sistema nervoso central,1,I. Algumas doenças infecciosas e parasitárias,I
A812,Leucoencefalopatia multifocal progressiva,A81,Infecções por vírus atípicos do sistema nervoso central,1,I. Algumas doenças infecciosas e parasitárias,I
A818,Outras infecções por vírus atípicos do sistema nervoso central,A81,Infecções por vírus atípicos do sistema nervoso central,1,I. Algumas doenças infecciosas e parasitárias,I
A819,Infecção não especificada do sistema nervosos central por vírus atípicos,A81,Infecções por vírus atípicos do sistema nervoso central,1,I. Algumas doenças infecciosas e parasitárias,I
A820,Raiva silvestre,A82,Raiva,1,I. Algumas doenças infecciosas e parasitárias,I
A821,Raiva urbana,A82,Raiva,1,I. Algumas doenças infecciosas e parasitárias,I
A829,Raiva não especificada,A82,Raiva,1,I. Algumas doenças infecciosas e parasitárias,I
A830,Encefalite japonesa,A83,Encefalite por vírus transmitidos por mosquitos,1,I. Algumas doenças infecciosas e parasitárias,I
A831,Encefalite eqüina ocidental,A83,Encefalite por vírus transmitidos por mosquitos,1,I. Algumas doenças infecciosas e parasitárias,I
A832,Encefalite eqüina oriental,A83,Encefalite por vírus transmitidos por mosquitos,1,I. Algumas doenças infecciosas e parasitárias,I
A833,Encefalite de St. Louis,A83,Encefalite por vírus transmitidos por mosquitos,1,I. Algumas doenças infecciosas e parasitárias,I
